Bot Name,Util,one,Log Analysis,Calculation2,Calculation3,Calculation1,Category,City (group),City,Country,Bot Owner,Discount,Number of Records (copy),Number of Records,Date,Postal Code,Process Name,Product ID,Product Name,Profit,Quantity,Region,Row ID,Sales,Schedule 1,Schedule,Ship Date,State,Status,Sub-Category
CD-12280,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Seattle,India,Christina DeMoss,0,2,1,18-11-2017,98105,US-2017-132444,OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,9.594,3,West,1657,95.94,3,3,21-11-2017,Washington,Active,15
HL-15040,1,1,empty,empty,0.75,,Furniture,"Allentown, Altoona, Anaheim and 360 more",Milwaukee,India,Hunter Lopez,0,2,1,12-05-2014,53209,CA-2014-127159,FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",10.7849,7,Central,1658,34.79,3,3,15-05-2014,Wisconsin,Active,10
TH-21100,1,1,empty,empty,0.75,,Technology,"Allentown, Altoona, Anaheim and 360 more",Los Angeles,United States,Thea Hendricks,0.2,2,1,20-01-2017,90045,CA-2017-161809,TEC-PH-10004922,RCA Visys Integrated PBX 8-Line Router,10.0485,3,West,1659,160.776,6,6,26-01-2017,California,Active,14
QJ-19255,1,1,empty,empty,0.75,,Technology,"Allentown, Altoona, Anaheim and 360 more",Philadelphia,United States,Quincy Jones,0.4,2,1,30-04-2017,19143,CA-2017-144526,TEC-PH-10002549,Polycom SoundPoint IP 450 VoIP phone,-158.102,5,East,1662,677.58,6,6,06-05-2017,Pennsylvania,Inactive,14
QJ-19255,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Philadelphia,United States,Quincy Jones,0.7,2,1,30-04-2017,19143,CA-2017-144526,OFF-BI-10002353,GBC VeloBind Cover Sets,-9.264,3,East,1663,13.896,6,6,06-05-2017,Pennsylvania,Inactive,4
CB-12535,1,1,empty,empty,0.75,,Furniture,"Allentown, Altoona, Anaheim and 360 more",San Francisco,United States,Claudia Bergmann,0,2,1,07-11-2016,94110,CA-2016-147585,FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",6.2244,3,West,1684,14.82,5,5,12-11-2016,California,Inactive,10
AW-10840,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Philadelphia,India,Anthony Witt,0.2,2,1,10-12-2017,19140,CA-2017-143798,OFF-PA-10000788,Xerox 210,3.6288,2,East,1688,10.368,2,2,12-12-2017,Pennsylvania,Active,13
AW-10840,1,1,empty,empty,0.75,,Furniture,"Allentown, Altoona, Anaheim and 360 more",Philadelphia,India,Anthony Witt,0.2,2,1,10-12-2017,19140,CA-2017-143798,FUR-FU-10004306,Electrix Halogen Magnifier Lamp,23.316,2,East,1689,310.88,2,2,12-12-2017,Pennsylvania,Active,10
HF-14995,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Indianapolis,United States,Herbert Flentye,0,2,1,09-12-2017,46203,CA-2017-129833,OFF-PA-10000575,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",15.387,5,Central,1691,33.45,6,6,15-12-2017,Indiana,Active,13
HF-14995,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Indianapolis,United States,Herbert Flentye,0,2,1,09-12-2017,46203,CA-2017-129833,OFF-BI-10004182,Economy Binders,5.096,5,Central,1692,10.4,6,6,15-12-2017,Indiana,Active,4
HZ-14950,1,1,empty,empty,0.75,,Furniture,"Allentown, Altoona, Anaheim and 360 more",Columbus,United States,Henia Zydlo,0.2,2,1,14-03-2016,43229,US-2016-154361,FUR-FU-10004020,Advantus Panel Wall Acrylic Frame,6.2905,5,East,1693,21.88,5,5,19-03-2016,Ohio,Active,10
AB-10255,1,1,empty,empty,0.75,,Technology,"Allentown, Altoona, Anaheim and 360 more",Plano,France,Alejandro Ballentine,0.2,2,1,26-06-2016,75023,US-2016-158708,TEC-AC-10003133,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,3.5742,2,Central,1694,13.616,3,3,29-06-2016,Texas,Active,1
PO-19195,1,1,empty,empty,0.75,,Technology,"Allentown, Altoona, Anaheim and 360 more",Bayonne,France,Phillina Ober,0,2,1,25-09-2015,07002,CA-2015-156335,TEC-AC-10002006,Memorex Micro Travel Drive 16 GB,19.8276,4,East,1695,63.96,3,3,28-09-2015,New Jersey,Active,1
PO-19195,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Bayonne,France,Phillina Ober,0,2,1,25-09-2015,07002,CA-2015-156335,OFF-BI-10003314,Tuff Stuff Recycled Round Ring Binders,7.0854,3,East,1696,14.46,3,3,28-09-2015,New Jersey,Active,4
PO-19195,1,1,empty,empty,0.75,,Technology,"Allentown, Altoona, Anaheim and 360 more",Bayonne,France,Phillina Ober,0,2,1,25-09-2015,07002,CA-2015-156335,TEC-PH-10002726,netTALK DUO VoIP Telephone Service,52.49,2,East,1697,104.98,3,3,28-09-2015,New Jersey,Active,14
CD-12790,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",San Diego,United States,Cynthia Delaney,0,2,1,02-02-2014,92037,CA-2014-139857,OFF-FA-10001843,Staples,5.8045,5,West,1704,12.35,4,4,06-02-2014,California,Active,9
JP-15520,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Houston,United States,Jeremy Pistek,0.2,2,1,30-01-2015,77070,CA-2015-145401,OFF-PA-10004405,Rediform Voice Mail Log Books,5.0064,6,Central,1713,14.304,5,5,04-02-2015,Texas,Active,13
DC-13285,1,1,empty,empty,0.75,,Furniture,"Allentown, Altoona, Anaheim and 360 more",San Francisco,United States,Debra Catini,0.15,2,1,07-10-2017,94110,CA-2017-104003,FUR-BO-10003965,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,-14.4784,2,West,1715,307.666,6,6,13-10-2017,California,Active,5
JL-15835,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",New York City,United States,John Lee,0.2,2,1,30-04-2016,10011,CA-2016-154788,OFF-BI-10003314,Tuff Stuff Recycled Round Ring Binders,2.7956,2,East,1716,7.712,4,4,04-05-2016,New York,Active,4
CA-12265,1,1,empty,empty,0.75,,Technology,"Allentown, Altoona, Anaheim and 360 more",Springfield,Australia,Christina Anderson,0,2,1,07-02-2016,22153,CA-2016-106894,TEC-AC-10003063,Micro Innovations USB RF Wireless Keyboard with Mouse,21,4,South,1729,100,0,0,07-02-2016,Virginia,Active,1
CA-12265,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Springfield,Australia,Christina Anderson,0,2,1,07-02-2016,22153,CA-2016-106894,OFF-LA-10001045,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,3.6018,3,South,1730,7.83,0,0,07-02-2016,Virginia,Active,11
LH-17155,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Dallas,United States,Logan Haushalter,0.2,2,1,10-07-2016,75081,US-2016-131149,OFF-ST-10000689,"Fellowes Strictly Business Drawer File, Letter/Legal Size",-33.804,3,Central,1733,338.04,4,4,14-07-2016,Texas,Active,15
LH-17155,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Dallas,United States,Logan Haushalter,0.2,2,1,10-07-2016,75081,US-2016-131149,OFF-AR-10002135,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,17.352,4,Central,1734,154.24,4,4,14-07-2016,Texas,Active,3
DB-13120,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",San Francisco,United States,David Bremer,0,2,1,03-09-2015,94122,CA-2015-130204,OFF-ST-10001325,Sterilite Officeware Hinged File Box,8.4888,3,West,1738,31.44,6,6,09-09-2015,California,Inactive,15
DB-13120,1,1,empty,empty,0.75,,Technology,"Allentown, Altoona, Anaheim and 360 more",San Francisco,United States,David Bremer,0,2,1,03-09-2015,94122,CA-2015-130204,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,3.401,2,West,1739,17.9,6,6,09-09-2015,California,Inactive,1
DB-13120,1,1,empty,empty,0.75,,Technology,"Allentown, Altoona, Anaheim and 360 more",San Francisco,United States,David Bremer,0,2,1,03-09-2015,94122,CA-2015-130204,TEC-AC-10003590,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",46.602,5,West,1740,129.45,6,6,09-09-2015,California,Inactive,1
DA-13450,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Houston,United States,Dianna Arnett,0.2,2,1,25-04-2014,77095,US-2014-157406,OFF-PA-10003543,Xerox 1985,3.6288,2,Central,1749,10.368,4,4,29-04-2014,Texas,Active,13
DA-13450,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Houston,United States,Dianna Arnett,0.2,2,1,25-04-2014,77095,US-2014-157406,OFF-AR-10002221,12 Colored Short Pencils,0.546000000,3,Central,1750,6.24,4,4,29-04-2014,Texas,Active,3
JW-15955,1,1,empty,empty,0.75,,Furniture,"Allentown, Altoona, Anaheim and 360 more",Oakland,India,Joni Wasserman,0,2,1,14-10-2017,94601,CA-2017-168837,FUR-FU-10001918,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,3.6894,2,West,1752,9.46,3,3,17-10-2017,California,Active,10
VW-21775,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",San Francisco,India,Victoria Wilson,0,2,1,02-12-2017,94122,CA-2017-116715,OFF-ST-10004340,"Fellowes Mobile File Cart, Black",151.0974,9,West,1753,559.62,3,3,05-12-2017,California,Inactive,15
VW-21775,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",San Francisco,India,Victoria Wilson,0,2,1,02-12-2017,94122,CA-2017-116715,OFF-PA-10004475,Xerox 1940,53.8608,2,West,1754,109.92,3,3,05-12-2017,California,Inactive,13
VW-21775,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",San Francisco,India,Victoria Wilson,0,2,1,02-12-2017,94122,CA-2017-116715,OFF-PA-10003893,Xerox 1962,3.852,2,West,1755,8.56,3,3,05-12-2017,California,Inactive,13
TT-21460,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Fort Worth,France,Tonja Turnell,0.2,2,1,08-12-2015,76106,CA-2015-135622,OFF-PA-10000100,Xerox 1945,130.7581,11,Central,1756,360.712,3,3,11-12-2015,Texas,Active,13
TT-21460,1,1,empty,empty,0.75,,Technology,"Allentown, Altoona, Anaheim and 360 more",Fort Worth,France,Tonja Turnell,0.2,2,1,08-12-2015,76106,CA-2015-135622,TEC-PH-10001817,Wilson Electronics DB Pro Signal Booster,150.36,6,Central,1757,1718.4,3,3,11-12-2015,Texas,Active,14
CC-12685,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Greensboro,United States,Craig Carroll,0.7,2,1,22-03-2014,27405,US-2014-158057,OFF-BI-10004410,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",-5.8604,4,South,1768,7.644,4,4,26-03-2014,North Carolina,Active,4
CC-12685,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Greensboro,United States,Craig Carroll,0.7,2,1,22-03-2014,27405,US-2014-158057,OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,-39.4565,5,South,1769,51.465,4,4,26-03-2014,North Carolina,Active,4
DP-13000,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Los Angeles,United States,Darren Powers,0,2,1,24-11-2015,90004,CA-2015-105347,OFF-PA-10000675,Xerox 1919,180.7659,9,West,1778,368.91,4,4,28-11-2015,California,Active,13
DP-13000,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Los Angeles,United States,Darren Powers,0,2,1,24-11-2015,90004,CA-2015-105347,OFF-AR-10003045,Prang Colored Pencils,6.615,5,West,1779,14.7,4,4,28-11-2015,California,Active,3
BD-11770,1,1,empty,empty,0.75,,Technology,"Allentown, Altoona, Anaheim and 360 more",New York City,United States,Bryan Davis,0,2,1,11-11-2016,10011,CA-2016-124667,TEC-AC-10003447,Micropad Numeric Keypads,14.9925,3,East,1780,59.97,5,5,16-11-2016,New York,Active,1
BD-11770,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",New York City,United States,Bryan Davis,0,2,1,11-11-2016,10011,CA-2016-124667,OFF-ST-10002276,Safco Steel Mobile File Cart,20.84,1,East,1781,83.36,5,5,16-11-2016,New York,Active,15
CB-12535,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Franklin,United States,Claudia Bergmann,0,2,1,09-07-2015,02038,CA-2015-111094,OFF-PA-10001609,Tops Wirebound Message Log Books,3.0268,2,East,1782,6.58,4,4,13-07-2015,Massachusetts,Inactive,13
CB-12535,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Franklin,United States,Claudia Bergmann,0,2,1,09-07-2015,02038,CA-2015-111094,OFF-BI-10001597,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",59.0112,3,East,1783,122.94,4,4,13-07-2015,Massachusetts,Inactive,4
TB-21175,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Houston,United States,Thomas Boland,0.2,2,1,08-12-2014,77041,CA-2014-104773,OFF-ST-10000777,"Companion Letter/Legal File, Black",6.0416,2,Central,1794,60.416,5,5,13-12-2014,Texas,Inactive,15
JF-15565,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Dallas,France,Jill Fjeld,0.2,2,1,08-08-2016,75081,CA-2016-121034,OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,3.6296,4,Central,1800,11.168,2,2,10-08-2016,Texas,Active,9
JF-15565,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Dallas,France,Jill Fjeld,0.2,2,1,08-08-2016,75081,CA-2016-121034,OFF-PA-10001994,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",17.5344,3,Central,1801,53.952,2,2,10-08-2016,Texas,Active,13
JA-15970,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Philadelphia,France,Joseph Airdo,0.7,2,1,22-09-2017,19134,CA-2017-158379,OFF-BI-10002498,Clear Mylar Reinforcing Strips,-4.2987,1,East,1803,5.607,4,4,26-09-2017,Pennsylvania,Active,4
JA-15970,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Philadelphia,France,Joseph Airdo,0.2,2,1,22-09-2017,19134,CA-2017-158379,OFF-SU-10002881,Martin Yale Chadless Opener Electric Letter Opener,-1049.3406,7,East,1804,4663.736,4,4,26-09-2017,Pennsylvania,Active,16
JA-15970,1,1,empty,empty,0.75,,Technology,"Allentown, Altoona, Anaheim and 360 more",Philadelphia,France,Joseph Airdo,0.2,2,1,22-09-2017,19134,CA-2017-158379,TEC-AC-10002926,Logitech Wireless Marathon Mouse M705,22.9954,2,East,1805,79.984,4,4,26-09-2017,Pennsylvania,Active,1
PB-19210,1,1,empty,empty,0.75,,Technology,"Allentown, Altoona, Anaheim and 360 more",Tulsa,India,Phillip Breyer,0,2,1,11-02-2016,74133,CA-2016-164938,TEC-PH-10004897,Mediabridge Sport Armband iPhone 5s,0.699300000,7,Central,1809,69.93,2,2,13-02-2016,Oklahoma,Inactive,14
FO-14305,1,1,empty,empty,0.75,,Furniture,"Allentown, Altoona, Anaheim and 360 more",Harrisonburg,France,Frank Olsen,0,2,1,09-06-2014,22801,CA-2014-132612,FUR-TA-10004534,Bevis 44 x 96 Conference Tables,245.021,7,South,1812,1441.3,2,2,11-06-2014,Virginia,Active,17
BT-11680,1,1,empty,empty,0.75,,Furniture,"Allentown, Altoona, Anaheim and 360 more",Newark,United States,Brian Thompson,0.2,2,1,20-11-2017,43055,US-2017-161193,FUR-FU-10001861,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",28.13,5,East,1813,77.6,6,6,26-11-2017,Ohio,Active,10
BT-11680,1,1,empty,empty,0.75,,Furniture,"Allentown, Altoona, Anaheim and 360 more",Newark,United States,Brian Thompson,0.2,2,1,20-11-2017,43055,US-2017-161193,FUR-FU-10000206,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",1.5714,2,East,1814,4.656,6,6,26-11-2017,Ohio,Active,10
LL-16840,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Seattle,Australia,Lauren Leatherbury,0,2,1,04-06-2015,98105,CA-2015-164833,OFF-LA-10000443,Avery 501,3.4686,2,West,1816,7.38,0,0,04-06-2015,Washington,Active,11
LL-16840,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Seattle,Australia,Lauren Leatherbury,0,2,1,04-06-2015,98105,CA-2015-164833,OFF-AR-10004685,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",3.0558,2,West,1817,9.26,0,0,04-06-2015,Washington,Active,3
JL-15235,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Chicago,United States,Janet Lee,0.8,2,1,25-05-2014,60623,US-2014-130379,OFF-AP-10001394,Harmony Air Purifier,-166.32,2,Central,1819,75.6,4,4,29-05-2014,Illinois,Active,2
JL-15235,1,1,empty,empty,0.75,,Furniture,"Allentown, Altoona, Anaheim and 360 more",Chicago,United States,Janet Lee,0.6,2,1,25-05-2014,60623,US-2014-130379,FUR-FU-10002553,"Electrix Incandescent Magnifying Lamp, Black",-24.189,2,Central,1820,29.32,4,4,29-05-2014,Illinois,Active,10
CH-12070,1,1,empty,empty,0.75,,Technology,"Allentown, Altoona, Anaheim and 360 more",Raleigh,France,Cathy Hwang,0.2,2,1,08-02-2016,27604,CA-2016-109344,TEC-PH-10002624,Samsung Galaxy S4 Mini,126.8973,3,South,1828,1127.976,3,3,11-02-2016,North Carolina,Active,14
BF-10975,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Charlotte,United States,Barbara Fisher,0.2,2,1,01-08-2014,28205,CA-2014-117345,OFF-LA-10000240,Self-Adhesive Address Labels for Typewriters by Universal,5.9211,3,South,1838,17.544,4,4,05-08-2014,North Carolina,Inactive,11
BF-10975,1,1,empty,empty,0.75,,Furniture,"Allentown, Altoona, Anaheim and 360 more",Charlotte,United States,Barbara Fisher,0.2,2,1,01-08-2014,28205,CA-2014-117345,FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,12.1352,4,South,1839,44.128,4,4,05-08-2014,North Carolina,Inactive,10
BF-10975,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Charlotte,United States,Barbara Fisher,0.2,2,1,01-08-2014,28205,CA-2014-117345,OFF-AP-10001005,Honeywell Quietcare HEPA Air Cleaner,10.2245,1,South,1840,62.92,4,4,05-08-2014,North Carolina,Inactive,2
BF-10975,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Charlotte,United States,Barbara Fisher,0.2,2,1,01-08-2014,28205,CA-2014-117345,OFF-PA-10002377,Xerox 1916,29.364,2,South,1841,78.304,4,4,05-08-2014,North Carolina,Inactive,13
FA-14230,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",San Antonio,France,Frank Atkinson,0.2,2,1,09-02-2015,78207,CA-2015-135391,OFF-LA-10001074,Round Specialty Laser Printer Labels,13.5324,4,Central,1843,40.096,2,2,11-02-2015,Texas,Inactive,11
FA-14230,1,1,empty,empty,0.75,,Furniture,"Allentown, Altoona, Anaheim and 360 more",San Antonio,France,Frank Atkinson,0.6,2,1,09-02-2015,78207,CA-2015-135391,FUR-FU-10001986,"Dana Fluorescent Magnifying Lamp, White, 36""",-30.588,2,Central,1844,40.784,2,2,11-02-2015,Texas,Inactive,10
DA-13450,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Washington,France,Dianna Arnett,0,2,1,12-01-2017,20016,US-2017-158512,OFF-PA-10001804,Xerox 195,19.2384,6,East,1846,40.08,5,5,17-01-2017,District of Columbia,Active,13
DA-13450,1,1,empty,empty,0.75,,Furniture,"Allentown, Altoona, Anaheim and 360 more",Washington,France,Dianna Arnett,0,2,1,12-01-2017,20016,US-2017-158512,FUR-FU-10004973,Flat Face Poster Frame,15.8256,2,East,1847,37.68,5,5,17-01-2017,District of Columbia,Active,10
FH-14275,1,1,empty,empty,0.75,,Furniture,"Allentown, Altoona, Anaheim and 360 more",Los Angeles,Australia,Frank Hawley,0.2,2,1,10-09-2017,90004,CA-2017-128370,FUR-CH-10002602,DMI Arturo Collection Mission-style Design Wood Chair,27.1764,3,West,1848,362.352,0,0,10-09-2017,California,Inactive,6
FH-14275,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Los Angeles,Australia,Frank Hawley,0.2,2,1,10-09-2017,90004,CA-2017-128370,OFF-BI-10004140,Avery Non-Stick Binders,2.245,2,West,1849,7.184,0,0,10-09-2017,California,Inactive,4
AC-10420,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Houston,France,Alyssa Crouse,0.2,2,1,12-05-2017,77041,US-2017-158218,OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,-15.99,5,Central,1857,127.92,3,3,15-05-2017,Texas,Inactive,15
AC-10420,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Houston,France,Alyssa Crouse,0.8,2,1,12-05-2017,77041,US-2017-158218,OFF-BI-10002133,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",-53.072,4,Central,1858,34.24,3,3,15-05-2017,Texas,Inactive,4
JB-15400,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Bristol,India,Jennifer Braxton,0,2,1,03-09-2015,06010,CA-2015-121608,OFF-AP-10002311,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",60.5528,2,East,1859,137.62,2,2,05-09-2015,Connecticut,Inactive,2
JB-15400,1,1,empty,empty,0.75,,Technology,"Allentown, Altoona, Anaheim and 360 more",Bristol,India,Jennifer Braxton,0,2,1,03-09-2015,06010,CA-2015-121608,TEC-PH-10004959,Classic Ivory Antique Telephone ZL1810,25.1225,1,East,1860,100.49,2,2,05-09-2015,Connecticut,Inactive,14
AH-10075,1,1,empty,empty,0.75,,Furniture,"Allentown, Altoona, Anaheim and 360 more",Henderson,India,Adam Hart,0,2,1,15-04-2017,89015,CA-2017-118857,FUR-FU-10004460,"Howard Miller 12"" Round Wall Clock",70.722,5,West,1867,196.45,3,3,18-04-2017,Nevada,Inactive,10
CH-12070,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Philadelphia,United States,Cathy Hwang,0.2,2,1,25-06-2015,19143,CA-2015-127110,OFF-PA-10003309,Xerox 211,10.8864,6,East,1868,31.104,6,6,01-07-2015,Pennsylvania,Active,13
CH-12070,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Philadelphia,United States,Cathy Hwang,0.2,2,1,25-06-2015,19143,CA-2015-127110,OFF-ST-10002554,Tennsco Industrial Shelving,-17.6076,2,East,1869,78.256,6,6,01-07-2015,Pennsylvania,Active,15
CC-12145,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Seattle,France,Charles Crestani,0,2,1,26-08-2016,98103,CA-2016-148201,OFF-PA-10000019,Xerox 1931,3.1104,1,West,1870,6.48,3,3,29-08-2016,Washington,Active,13
BP-11230,1,1,empty,empty,0.75,,Furniture,"Allentown, Altoona, Anaheim and 360 more",Spokane,United States,Benjamin Patterson,0,2,1,21-11-2017,99207,CA-2017-142888,FUR-TA-10004767,Safco Drafting Table,20.5842,1,West,1874,70.98,4,4,25-11-2017,Washington,Active,17
CJ-12010,1,1,empty,empty,0.75,,Furniture,"Allentown, Altoona, Anaheim and 360 more",Long Beach,United States,Caroline Jumper,0.2,2,1,10-03-2016,11561,US-2016-112977,FUR-BO-10003272,O'Sullivan Living Dimensions 5-Shelf Bookcases,-22.098,1,East,1876,176.784,6,6,16-03-2016,New York,Active,5
JC-15775,1,1,empty,empty,0.75,,Technology,"Allentown, Altoona, Anaheim and 360 more",San Antonio,United States,John Castell,0.2,2,1,25-03-2017,78207,CA-2017-112039,TEC-PH-10000984,Panasonic KX-TG9471B,47.0376,3,Central,1877,470.376,4,4,29-03-2017,Texas,Active,14
LF-17185,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",New York City,Australia,Luke Foster,0,2,1,05-03-2015,10011,CA-2015-109512,OFF-EN-10002621,Staple envelope,14.67,3,East,1881,29.34,0,0,05-03-2015,New York,Active,8
LF-17185,1,1,empty,empty,0.75,,Furniture,"Allentown, Altoona, Anaheim and 360 more",New York City,Australia,Luke Foster,0.1,2,1,05-03-2015,10011,CA-2015-109512,FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",63.9345,7,East,1882,383.607,0,0,05-03-2015,New York,Active,6
LF-17185,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",New York City,Australia,Luke Foster,0,2,1,05-03-2015,10011,CA-2015-109512,OFF-ST-10000689,"Fellowes Strictly Business Drawer File, Letter/Legal Size",67.608,4,East,1883,563.4,0,0,05-03-2015,New York,Active,15
CC-12430,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Philadelphia,United States,Chuck Clark,0.2,2,1,13-11-2016,19143,CA-2016-118570,OFF-PA-10001289,White Computer Printout Paper by Universal,78.6828,7,East,1884,217.056,4,4,17-11-2016,Pennsylvania,Active,13
DL-12865,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Keller,France,Dan Lawera,0.2,2,1,19-01-2017,76248,CA-2017-154718,OFF-LA-10003714,Avery 510,2.1,2,Central,1885,6,4,4,23-01-2017,Texas,Active,11
TB-21520,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Fairfield,India,Tracy Blumstein,0.2,2,1,21-10-2014,45014,CA-2014-142587,OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,13.7016,4,East,1889,121.792,1,1,22-10-2014,Ohio,Active,2
TB-21520,1,1,empty,empty,0.75,,Furniture,"Allentown, Altoona, Anaheim and 360 more",Fairfield,India,Tracy Blumstein,0.4,2,1,21-10-2014,45014,CA-2014-142587,FUR-TA-10000617,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",-122.877,3,East,1890,409.59,1,1,22-10-2014,Ohio,Active,17
JP-15520,1,1,empty,empty,0.75,,Office Supplies,"Allentown, Altoona, Anaheim and 360 more",Port Orange,France,Jeremy Pistek,0.2,2,1,22-12-2017,32127,CA-2017-145310,OFF-EN-10002621,Staple envelope,2.934,1,South,1893,7.824,2,2,24-12-2017,Florida,Active,8
